Malicious,srcIP,destIP,destPt,protocol,startTime,flowct,mean_dest_bytes,stdev_dest_bytes,mean_dest_pkts,stdev_dest_pkts,mean_duration,stdev_duration,mean_intvl,stdev_intvl,mean_src_bytes,stdev_src_bytes,mean_src_pkts,stdev_src_pkts,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,10.0.2.15,95.100.167.187,443,tcp,8813.177028,1,6901,0,26,0,130.511423,0,0,0,1432,0,24,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,23.74.203.58,443,tcp,3890.75387,6,932708.3333,494534.4611,963.1666667,492.3944444,164.9968752,4.944154425,0.6676946,0.891568375,7205.5,3521.686111,370.1666667,170.8388889,6,0,6,6,0,0,0,4,6,0,6,0,6,6,6,0,0,4,0,0
0,10.0.2.15,93.184.220.141,443,tcp,6619.241807,2,6451.5,66.75,19.5,1.25,106.90704,43.4999135,8.724703,0,867.5,21.25,16.5,1.25,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,95.100.189.14,80,tcp,1412.470344,16,799.4375,658.2368849,8.125,5.250219399,52.37565563,38.42565359,811.6594833,1724.360004,127.8125,109.0720764,8.75,4.985502171,13,0,7,13,0,0,0,1,14,0,13,0,7,13,14,0,0,0,0,0
0,10.0.2.15,54.214.47.183,443,tcp,2408.581674,3,2889.666667,77.77777778,11.33333333,2.555555556,37.17905333,15.29316739,21.445969,21.180786,583,115.3333333,10.66666667,2.111111111,3,0,3,3,0,0,0,2,3,0,3,0,3,1,3,0,0,0,0,0
0,10.0.2.15,95.101.241.152,443,tcp,6633.139967,3,20113.33333,10721.27778,32.66666667,7.388888889,68.43835767,40.70544828,1175.833355,1175.818646,813,114.5,22,2.833333333,3,0,3,3,0,0,0,3,3,0,3,0,3,2,3,0,0,3,0,0
0,10.0.2.15,23.219.91.8,80,tcp,12815.73064,6,39609.83333,28653.49167,49.66666667,24.67222222,108.8048767,27.35987368,4.2552476,5.95282216,958,523.725,26.16666667,8.416666667,6,0,5,6,0,0,0,0,6,0,6,0,5,6,6,0,0,0,0,0
0,10.0.2.15,104.130.157.249,80,tcp,8939.103858,1,0,0,3,0,6.018289,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
0,10.0.2.15,176.74.173.247,443,tcp,7313.442336,1,7481,0,19,0,23.32882,0,0,0,3859,0,15,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,34.193.1.254,443,tcp,3247.880215,3,5769.333333,116.9444444,24,3,111.635683,29.5541745,0.0019465,0.0011835,2305.333333,418.4444444,22.66666667,2.777777778,3,0,3,3,0,0,0,3,3,0,3,0,3,2,3,0,0,2,0,0
0,10.0.2.15,104.16.15.194,80,tcp,13789.12387,1,364,0,16,0,120.329641,0,0,0,375,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,152.163.64.2,80,tcp,13764.74495,1,0,0,3,0,6.430746,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
0,10.0.2.15,185.33.220.10,443,tcp,12593.14227,8,7323.875,1211.305208,16.375,1.16235119,13.55967038,4.23001359,138.965378,234.8866737,3634.125,96.66473214,12.625,0.722470238,8,0,8,8,0,0,0,0,8,0,8,0,8,8,8,0,0,0,0,0
0,10.0.2.15,54.229.158.53,34849,udp,11468.79967,1,115069,0,148,0,17.381819,0,0,0,10865,0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,10.0.2.15,52.210.15.176,80,tcp,2613.950079,2,0,0,1.5,0.75,6.23039,1.610578,9.036089,0,0,0,3,0.5,1,0,0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0
0,10.0.2.15,172.217.23.230,80,tcp,2308.555804,49,3439.469388,4058.882029,13.12244898,8.051791858,68.92105676,49.70785169,244.5996353,437.3119352,369.4285714,252.2138049,12.20408163,6.58060001,44,0,31,43,0,0,0,2,45,0,44,0,31,43,45,0,0,0,0,0
0,10.0.2.15,192.229.133.97,443,tcp,7919.482524,1,7049,0,25,0,189.365737,0,0,0,844,0,18,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,64.30.224.180,80,tcp,5701.262144,1,527,0,16,0,120.647922,0,0,0,312,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,192.229.133.201,80,tcp,12114.17485,15,135513,82409.80545,133.2,77.14570208,101.1832919,41.56074369,1.681604,4.19572694,874.8666667,463.0431456,47.06666667,24.20026233,15,0,11,15,0,0,0,0,15,0,15,0,11,15,15,0,0,0,0,0
0,10.0.2.15,93.184.221.193,80,tcp,12353.87176,2,115928,22357.5,116,14.5,121.066911,0.012449,22.139084,0,403.5,47.25,44,0,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,104.94.45.185,80,tcp,6772.861778,3,24502,16064.83333,33.66666667,18.11111111,87.90946467,33.66084028,1.942275,1.767451,845.3333333,515.3888889,19.66666667,8.277777778,3,0,2,3,0,0,0,0,3,0,3,0,2,3,3,0,0,0,0,0
0,10.0.2.15,31.13.66.36,443,tcp,14203.10001,1,4727,0,24,0,67.702376,0,0,0,1944,0,19,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
0,10.0.2.15,172.217.23.241,80,tcp,2115.809319,5,25357.6,20263.98,32.6,24.93,56.8363252,36.04660218,7.39599625,3.5141268,372.6,266.03,19,12.61666667,3,0,2,3,0,0,0,0,5,0,3,0,2,3,3,0,0,0,0,0
0,10.0.2.15,95.101.249.79,443,tcp,10491.58989,6,57086.16667,38567.23889,57.33333333,33.1,49.55189633,30.5861593,0.0170328,0.023025367,507.6666667,111.2222222,22.66666667,8.588888889,6,0,6,6,0,0,0,6,6,0,6,0,6,6,6,0,0,6,0,0
0,10.0.2.15,167.114.172.69,443,tcp,4774.942154,2,4359.5,85.25,19,4.5,68.595592,30.306564,0.000619,0,2601.5,1101.25,17.5,4.25,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,104.16.147.224,80,tcp,7085.761129,1,503,0,16,0,120.380127,0,0,0,311,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,104.16.139.241,443,tcp,7840.91377,6,59853.33333,39913.59722,73.5,32.46666667,144.9353985,6.2455026,1.0692226,1.278312968,3114.5,837.0166667,37.16666667,9.027777778,6,0,6,6,0,0,0,0,6,0,6,0,6,6,6,0,0,0,0,0
0,10.0.2.15,95.101.243.145,80,tcp,4147.520256,19,124183.2632,119635.1267,101.8421053,87.00228504,68.89928468,45.22419889,288.6965071,1184.173118,327.1578947,228.7199202,26.42105263,14.36059676,19,0,12,17,0,0,0,2,19,0,19,0,12,17,19,0,0,0,0,1
0,10.0.2.15,104.16.86.27,80,tcp,2955.022787,1,0,0,3,0,10.556952,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
0,10.0.2.15,34.252.96.187,443,tcp,2363.841125,4,4511.25,1453.979167,11.25,2.270833333,11.3064245,1.133940458,26.19489067,36.65407333,619.75,291.7708333,9.75,0.979166667,4,0,4,4,0,0,0,0,4,0,4,0,4,4,4,0,0,0,0,0
0,10.0.2.15,54.231.49.218,443,tcp,5675.290402,5,3218,120.15,12.2,0.49,11.435697,1.161363983,0.28453925,0.23672966,469.8,77.49,11.2,0.626666667,5,0,5,5,0,0,0,3,5,0,5,0,5,3,5,0,0,1,0,0
0,10.0.2.15,54.230.94.179,443,tcp,5085.167232,34,91236.55882,76700.68841,122.1764706,88.37383978,124.9424459,68.78597689,5.41702897,14.83372243,4403.352941,2130.318795,68.73529412,39.2899389,34,0,34,30,0,0,0,18,34,0,34,0,34,16,34,0,0,12,0,0
0,10.0.2.15,95.172.94.16,80,tcp,6627.967993,5,1453.6,1578.97,16.8,7.16,112.6127398,53.84716122,883.054839,1111.049883,1225.2,930.49,16.8,6.423333333,5,0,3,5,0,0,0,0,5,0,5,0,3,5,5,0,0,0,0,0
0,10.0.2.15,23.38.82.156,80,tcp,234.397584,3,4847,3178.166667,16,4.5,82.22024167,31.58546961,2.434007,2.432449,185.6666667,81.44444444,14,3.833333333,3,0,2,3,0,0,0,0,3,0,3,0,2,3,3,0,0,0,0,0
0,10.0.2.15,216.137.61.185,80,tcp,2078.942367,9,156,124.4285714,6,4.06957672,43.77481111,31.80720194,1173.172692,2653.520644,103.8888889,82.8622134,7.111111111,3.894400353,5,0,3,5,0,0,0,0,7,0,5,0,3,5,5,0,0,0,0,0
0,10.0.2.15,185.29.133.34,80,tcp,2692.525069,3,159.3333333,106.2222222,7.666666667,3.111111111,46.35723733,25.44953922,0.1701725,0.0940785,641,427.3333333,8.666666667,3.111111111,3,0,1,3,0,0,0,0,3,0,3,0,1,3,3,0,0,0,0,0
0,10.0.2.15,23.23.194.108,443,tcp,13019.55562,2,5938.5,68.25,16,2,34.928471,14.003345,0.004748,0,779,216.5,13.5,1.75,2,0,2,2,0,0,0,1,2,0,2,0,2,1,2,0,0,0,0,0
0,10.0.2.15,54.245.103.194,80,tcp,7133.301121,1,397,0,16,0,121.550886,0,0,0,339,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,185.29.135.226,443,tcp,4146.624803,2,4186,11,56.5,3.75,448.3022025,37.88112075,1793.476836,0,2873.5,21.75,55.5,3.75,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,96.47.73.91,443,tcp,11513.28482,2,5194,122.5,16,2.5,35.9872065,14.78611675,0.410544,0,1346,358.5,14,2,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,13.107.21.200,443,tcp,1960.024976,45,7037.666667,384.0470814,17.53333333,3.806254172,37.05196824,27.0167793,276.0580149,523.7815415,1019.6,519.0772264,14.97777778,3.726380669,45,0,45,43,0,0,0,3,45,0,45,0,45,42,45,0,0,2,0,0
0,10.0.2.15,216.58.201.98,80,tcp,3522.247514,40,3517.05,4901.449149,13.975,9.321370089,78.8304844,56.5444132,260.7706787,711.2000853,455.55,402.8151002,13.2,7.291117983,40,0,23,40,0,0,0,0,40,0,40,0,23,40,40,0,0,0,0,0
0,10.0.2.15,66.235.138.194,80,tcp,11829.87078,2,341.5,170.75,4.5,0.75,5.318724,2.1206785,0.284945,0,929.5,464.75,5,0.5,2,0,1,2,0,0,0,0,2,0,2,0,1,2,2,0,0,0,0,0
0,10.0.2.15,34.199.183.112,443,tcp,6040.418944,2,2992,1172.5,13.5,0.75,21.834613,2.1277065,7.85642,0,922.5,13.75,12,0.5,2,0,2,2,0,0,0,1,2,0,2,0,2,2,2,0,0,1,0,0
0,10.0.2.15,66.117.29.38,443,tcp,9639.995339,3,2657.333333,701.1111111,11.66666667,0.888888889,16.14762467,3.270780111,15.303255,15.298794,1821.666667,608.9444444,12,0.666666667,3,0,3,3,0,0,0,0,3,0,3,0,3,3,3,0,0,0,0,0
0,10.0.2.15,207.200.74.38,80,tcp,1309.181948,1,515,0,17,0,120.020521,0,0,0,308,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,178.255.83.1,80,tcp,112.075547,219,591.9680365,705.9445367,7.150684932,5.958251952,35.31800011,45.80999304,64.84884888,128.9828076,276.1826484,328.3069227,7.872146119,5.626307567,208,0,87,206,0,0,0,14,217,0,208,0,87,203,217,0,0,0,0,0
0,10.0.2.15,54.192.93.55,443,tcp,5247.839088,2,8825,2527,22.5,4.75,102.428375,49.671364,0.002957,0,773,105,18.5,3.25,2,0,2,2,0,0,0,1,2,0,2,0,2,1,2,0,0,0,0,0
0,10.0.2.15,23.74.191.135,443,tcp,10196.78229,5,22208,14606.65,38.2,16.55666667,78.9848522,42.21653538,706.1193058,1221.634594,992.4,387.17,24,8.033333333,5,0,5,5,0,0,0,4,5,0,5,0,5,3,5,0,0,2,0,0
0,10.0.2.15,198.47.127.15,443,tcp,3060.215207,8,3936.125,1235.842411,13.25,2.80922619,5.330213125,1.721296387,888.7705656,1316.810036,2699.125,1742.828125,11.125,1.59360119,8,0,8,8,0,0,0,0,8,0,8,0,8,8,8,0,0,0,0,0
0,10.0.2.15,192.225.208.19,80,tcp,323.506709,13,69567,59447.72576,74.38461538,54.23706422,85.49557669,39.49048751,1.509174583,3.482609363,1516.076923,1840.454291,30.76923077,16.36618638,13,0,10,13,0,0,0,0,13,0,13,0,10,13,13,0,0,0,0,0
0,10.0.2.15,58.68.226.192,80,tcp,347.671417,37,5883.945946,3098.684685,26.59459459,10.57441779,117.9046124,51.1578934,45.90382894,150.5961246,1454.405405,621.1322664,23.75675676,8.926305349,37,0,36,37,0,0,0,0,37,0,37,0,36,37,37,0,0,0,0,0
0,10.0.2.15,216.137.61.221,80,tcp,11246.98239,6,26123.16667,4963.366667,35.66666667,4.238888889,120.5636888,0.135099639,0.0015862,0.00119775,333,12.30555556,22.83333333,0.819444444,6,0,6,6,0,0,0,0,6,0,6,0,6,6,6,0,0,0,0,0
0,10.0.2.15,54.225.201.28,443,tcp,6345.652578,1,23396,0,39,0,62.276197,0,0,0,1804,0,23,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,216.137.61.151,80,tcp,11877.48605,6,16452.16667,12048.64167,30,11.70833333,120.792429,39.04314343,0.626925,0.973100299,562.6666667,211.95,21.83333333,5.344444444,6,0,5,6,0,0,0,0,6,0,6,0,5,6,6,0,0,0,0,0
0,10.0.2.15,216.137.61.198,80,tcp,2478.382648,24,817.4166667,908.2410681,12.625,11.18095943,76.12725096,84.39392274,352.4019169,1045.364235,403.75,448.6112728,13.04166667,10.62657949,22,0,11,21,0,0,0,2,23,0,22,0,11,21,23,0,0,0,0,0
0,10.0.2.15,54.192.95.48,443,tcp,6273.14399,1,157046,0,216,0,122.438679,0,0,0,657,0,112,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,173.192.91.158,443,tcp,7950.902413,2,2160.5,840.25,13,0.5,35.5296355,12.85384975,70.212536,0,715,12.5,12.5,0.25,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,34.200.99.148,443,tcp,7998.756483,5,3140,1279.1,15.6,1.513333333,42.322269,18.47823658,25.800044,40.37966856,1288.4,423.12,14.2,1.66,5,0,5,5,0,0,0,2,5,0,5,0,5,5,5,0,0,2,0,0
0,10.0.2.15,52.216.65.107,80,tcp,11648.0074,1,301286,0,259,0,121.3436,0,0,0,374,0,63,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,87.248.118.25,443,tcp,14108.64747,4,15279,9917.833333,28.25,13.14583333,46.122648,30.11732471,51.43277167,38.48458233,2854.5,1778.875,20.5,7.833333333,4,0,4,3,0,0,0,4,4,0,4,0,4,3,4,0,0,4,0,0
0,10.0.2.15,52.22.128.168,443,tcp,1486.510381,1,3647,0,13,0,9.900746,0,0,0,351,0,11,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
0,10.0.2.15,104.244.43.113,443,tcp,3251.269411,1,7379,0,16,0,24.037348,0,0,0,824,0,14,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,95.101.245.177,80,tcp,1950.189977,22,16964.40909,11672.67427,27.95454545,16.0126761,70.68538309,46.47194307,525.95822,589.7579349,291.8181818,218.8806325,18.77272727,9.250984371,21,0,14,21,0,0,0,0,21,0,21,0,14,21,21,0,0,0,0,0
0,10.0.2.15,216.146.46.10,80,tcp,4839.007822,5,345.6,201.1133333,13.6,6.196666667,100.2546418,47.33871564,2288.626242,2371.541534,245.6,144.9466667,14.6,5.563333333,5,0,3,5,0,0,0,0,5,0,5,0,3,5,5,0,0,0,0,0
0,10.0.2.15,104.16.26.216,80,tcp,6282.848645,5,890,771.3333333,4,1.416666667,4.9814012,2.417543727,992.1117738,1717.706321,182.4,158.08,4.4,0.846666667,4,0,2,4,0,0,0,1,5,0,4,0,2,4,5,0,0,0,0,0
0,10.0.2.15,54.172.78.12,443,tcp,1377.395558,5,919.4,706.1866667,8.6,5.38,27.57865,18.81938538,2.273542,3.740019807,483.6,335.5466667,9,4.433333333,3,0,3,3,0,0,0,2,5,0,3,0,3,3,3,0,0,2,0,0
0,10.0.2.15,217.146.190.233,443,tcp,5675.276191,3,6669.333333,1876.111111,13.33333333,2.277777778,8.938227667,0.700554111,0.5741825,0.0927105,542.3333333,158.6111111,10.66666667,0.555555556,3,0,3,3,0,0,0,2,3,0,3,0,3,1,3,0,0,0,0,0
0,10.0.2.15,192.229.233.97,443,tcp,13429.11632,5,247291.8,130050.34,219,106.7666667,49.8493134,27.9743942,0.6697405,1.159142383,943.2,29.71,68.2,29.54333333,5,0,5,4,0,0,0,1,5,0,5,0,5,4,5,0,0,1,0,1
0,10.0.2.15,52.2.216.208,80,tcp,1664.948275,6,887,650.4666667,7.833333333,3.527777778,50.47426633,28.69158624,0.7820228,1.558809667,242.3333333,177.7111111,8.666666667,3.422222222,6,0,2,6,0,0,0,0,6,0,6,0,2,6,6,0,0,0,0,0
0,10.0.2.15,52.54.244.165,80,tcp,1390.252224,3,241,160.6666667,7.333333333,2.888888889,46.943396,24.750626,0.127459,0.12693,302,201.3333333,9,2.666666667,3,0,1,3,0,0,0,0,3,0,3,0,1,3,3,0,0,0,0,0
0,10.0.2.15,95.100.187.152,80,tcp,7366.633923,4,21381.5,16952.08333,31,13,90.4646035,17.79580054,0.000659667,9.84E-05,589.25,156.8541667,19.5,2.375,4,0,4,4,0,0,0,0,4,0,4,0,4,4,4,0,0,0,0,0
0,10.0.2.15,95.101.250.73,80,tcp,10748.87737,1,436,0,16,0,120.700614,0,0,0,308,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,52.94.220.16,80,tcp,259.823816,27,229.5925926,187.9124087,11.44444444,8.020723745,82.63267448,63.63338554,428.261765,789.7066058,336.7407407,274.7455227,12.37037037,7.863896301,21,0,15,21,0,0,0,3,26,0,21,0,15,20,23,0,0,0,0,0
0,10.0.2.15,199.19.89.31,443,tcp,11539.88619,3,12096.33333,2356.444444,31.66666667,2.888888889,130.225325,0.621848833,0.5554365,0.2071075,1471.333333,277.4444444,27.66666667,1.722222222,3,0,3,3,0,0,0,0,3,0,3,0,3,3,3,0,0,0,0,0
0,10.0.2.15,141.170.25.54,443,tcp,9117.616931,2,3684,0,10.5,0.25,9.5269635,2.71769625,4108.79051,0,1123,12,9,0,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,23.21.217.175,443,tcp,4717.24533,3,4340.666667,157.1111111,13.33333333,2.055555556,29.01886533,13.12424022,0.180284,0.176903,587.6666667,150.4444444,12.66666667,1.777777778,3,0,3,3,0,0,0,2,3,0,3,0,3,1,3,0,0,0,0,0
0,10.0.2.15,216.137.61.49,80,tcp,2987.996946,12,384.75,595.7876052,9,8.398851611,56.103265,57.58717373,983.7410258,2369.380851,190,294.2421086,9.5,7.395099808,12,0,3,12,0,0,0,0,12,0,12,0,3,12,12,0,0,0,0,0
0,10.0.2.15,54.154.184.64,443,tcp,5976.115678,10,3349,1870.492738,14.8,3.628055556,45.5936755,26.35358454,359.3206721,549.1377266,1064.1,417.5581746,13.4,3.485992063,10,0,9,10,0,0,0,3,10,0,10,0,9,9,10,0,0,2,0,0
0,10.0.2.15,54.192.93.94,80,tcp,6605.276942,2,23767,11883.5,33,15,60.805541,29.64131,4349.96905,0,155,77.5,18.5,7.25,2,0,1,2,0,0,0,0,2,0,2,0,1,2,2,0,0,0,0,0
0,10.0.2.15,95.101.241.120,443,tcp,4146.626979,4,8666.25,4027.479167,29,6.833333333,103.4790238,32.37084898,2974.061628,1996.022737,4938,1686.916667,25.25,5.8125,4,0,4,4,0,0,0,4,4,0,4,0,4,4,4,0,0,4,0,0
0,10.0.2.15,52.176.110.98,443,tcp,4533.618445,3,5245.666667,157.7777778,14.33333333,1.888888889,27.51625533,14.01589406,0.1354415,0.1341625,505.3333333,102.8888889,12.33333333,1.388888889,3,0,3,3,0,0,0,0,3,0,3,0,3,3,3,0,0,0,0,0
0,10.0.2.15,54.175.198.52,80,tcp,9481.309892,2,2457,49.5,22,0,141.1114125,0.94858975,0.017148,0,1014,3,22,0,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,52.55.162.68,443,tcp,10352.14783,3,1999.666667,1215.777778,13,2,16.52006,3.6536165,4.6751065,4.6742625,1043.666667,478.4444444,11.66666667,1.777777778,3,0,3,3,0,0,0,2,3,0,3,0,3,3,3,0,0,2,0,0
0,10.0.2.15,173.239.9.10,80,tcp,4358.452337,5,237.2,225.34,4.6,3.12,29.7404968,23.79679634,1410.198216,2437.506823,58,55.1,5.6,2.653333333,3,0,1,3,0,0,0,0,3,0,3,0,1,3,3,0,0,0,0,0
0,10.0.2.15,185.33.222.249,80,tcp,9030.157724,10,8050.9,3550.979921,35.4,14.92948413,197.050125,82.4869055,404.9396883,1144.866641,8249.3,4073.862857,33.2,13.58480159,10,0,8,10,0,0,0,0,10,0,10,0,8,10,10,0,0,0,0,0
0,10.0.2.15,52.204.55.143,80,tcp,1641.674893,4,498,290.5,13.5,6.375,93.01554875,48.79269752,0.445239,0.625942921,911.5,531.875,14.75,5.895833333,4,0,2,4,0,0,0,0,4,0,4,0,2,4,4,0,0,0,0,0
0,10.0.2.15,54.231.115.42,443,tcp,6804.310578,1,6838,0,16,0,9.008886,0,0,0,632,0,12,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,216.137.61.47,80,tcp,7530.336842,6,19780.16667,12065.06944,31.16666667,9.861111111,120.7967582,0.481772467,0.6239794,1.242510818,289.8333333,3.383333333,21.16666667,1.947222222,6,0,6,6,0,0,0,0,6,0,6,0,6,6,6,0,0,0,0,0
0,10.0.2.15,52.54.145.4,443,tcp,10337.23754,1,3671,0,12,0,3.778609,0,0,0,745,0,10,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
0,10.0.2.15,62.67.193.31,443,tcp,3369.558897,12,5487.25,2502.949898,15,3.198563011,36.75220792,13.85204905,0.152307182,0.464163774,2472.166667,1489.425595,14.5,2.370475589,12,0,12,12,0,0,0,0,12,0,12,0,11,12,12,0,0,0,0,0
0,10.0.2.15,154.59.122.51,80,tcp,6728.338272,2,270,135,9.5,3.25,65.1545525,27.62604275,0.004414,0,181,90.5,10.5,3.25,2,0,1,2,0,0,0,0,2,0,2,0,1,2,2,0,0,0,0,0
0,10.0.2.15,185.80.37.198,443,tcp,9061.525967,1,4515,0,13,0,10.180577,0,0,0,3104,0,11,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,95.100.185.88,80,tcp,4373.306997,2,175.5,87.75,9.5,3.25,67.2361465,26.25297275,2.641677,0,416.5,208.25,11,3,2,0,1,2,0,0,0,0,2,0,2,0,1,2,2,0,0,0,0,0
0,10.0.2.15,185.33.220.5,443,tcp,5866.167282,10,5731.9,3117.234167,16.2,4.419801587,14.973076,5.812606136,587.7859792,1622.793407,4862.8,2289.064524,13.3,2.783253968,10,0,10,10,0,0,0,0,10,0,10,0,10,10,10,0,0,0,0,0
0,10.0.2.15,52.222.174.151,443,tcp,661.311741,3,5169,2295,20,3.166666667,81.59409133,31.76222339,266.6670405,266.6605365,684.6666667,156.4444444,17,2.666666667,3,0,3,3,0,0,0,0,3,0,3,0,3,3,3,0,0,0,0,0
0,10.0.2.15,104.16.23.235,443,tcp,1807.706747,5,3612.4,894.82,20.4,4.636666667,124.008074,74.0276865,2940.560122,3582.307691,1290.6,542.93,18.4,4.603333333,5,0,5,5,0,0,0,1,5,0,5,0,5,4,5,0,0,0,0,0
0,10.0.2.15,172.217.23.237,443,tcp,1821.777806,15,2876.2,1911.655845,20.46666667,8.184619085,171.9714063,103.6338689,839.5717166,763.0837593,1311.466667,523.4049811,18.6,6.991649647,14,0,13,13,0,0,0,2,15,0,14,0,13,13,15,0,0,0,0,0
0,10.0.2.15,95.101.251.103,443,tcp,5751.497359,14,47312.28571,39792.64493,63.5,37.15582671,118.0834614,55.29568764,565.8227074,1067.483061,1523.714286,576.8556358,36.21428571,13.59684462,14,0,14,14,0,0,0,13,14,0,14,0,14,7,14,0,0,12,0,0
0,10.0.2.15,52.206.234.102,443,tcp,6428.774935,1,32846,0,49,0,133.775042,0,0,0,635,0,31,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,54.192.93.49,443,tcp,6011.80238,5,28217.2,14722.59333,41.8,19.15666667,56.1082098,32.90491367,1481.939285,2418.746156,616.8,150.4233333,24.8,9.29,5,0,5,5,0,0,0,0,5,0,5,0,5,5,5,0,0,0,0,0
0,10.0.2.15,168.61.165.158,80,tcp,6132.704944,1,457,0,16,0,121.071681,0,0,0,308,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,54.242.242.112,80,tcp,4305.458656,3,1888,908.5,14,4.833333333,88.49765033,31.92771889,2771.767683,2771.514792,404,210,14.33333333,3.888888889,3,0,2,3,0,0,0,0,3,0,3,0,2,3,3,0,0,0,0,0
0,10.0.2.15,54.85.101.210,80,tcp,9627.322373,2,168975,59810,157,47.5,123.065511,1.049036,4.876618,0,2151,344,50.5,9.25,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,216.137.61.36,443,tcp,9999.987398,12,51044,10921.31151,70.33333333,11.21881614,121.8291048,0.165964448,14.24303391,45.03624077,1055.833333,210.6149291,38.5,3.831806157,12,0,12,12,0,0,0,0,12,0,12,0,12,12,12,0,0,0,0,0
0,10.0.2.15,52.20.229.9,443,tcp,5950.346847,5,2217.2,1432.426667,13.8,2.873333333,23.2708418,9.35982864,804.5491758,1356.920637,848,282.0166667,13,1.833333333,5,0,5,5,0,0,0,4,5,0,5,0,5,5,5,0,0,4,0,0
0,10.0.2.15,216.137.61.209,443,tcp,8971.37269,1,6907,0,47,0,310.247226,0,0,0,1827,0,45,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,23.64.15.16,80,tcp,7059.143578,1,10096,0,32,0,180.512556,0,0,0,1586,0,26,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,157.240.0.35,80,tcp,8826.675541,1,1167,0,16,0,121.986411,0,0,0,430,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,95.101.242.242,80,tcp,11274.47681,34,8276.705882,8861.627781,20.52941176,9.004393426,99.69969091,49.77884843,51.21203145,275.5617697,1157.235294,787.6270727,16.76470588,6.550546142,34,0,24,34,0,0,0,0,34,0,34,0,24,34,34,0,0,0,0,0
